Date_measurement,RNA_flow_per_capita_VR01_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR01_lowess_95_perc_ci_top,RNA_flow_per_capita_VR01_lowess,RNA_flow_per_capita_VR02_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR02_lowess_95_perc_ci_top,RNA_flow_per_capita_VR02_lowess,RNA_flow_per_capita_VR03_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR03_lowess_95_perc_ci_top,RNA_flow_per_capita_VR03_lowess,RNA_flow_per_capita_VR04_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR04_lowess_95_perc_ci_top,RNA_flow_per_capita_VR04_lowess,RNA_flow_per_capita_VR05_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR05_lowess_95_perc_ci_top,RNA_flow_per_capita_VR05_lowess,RNA_flow_per_capita_VR06_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR06_lowess_95_perc_ci_top,RNA_flow_per_capita_VR06_lowess,RNA_flow_per_capita_VR07_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR07_lowess_95_perc_ci_top,RNA_flow_per_capita_VR07_lowess,RNA_flow_per_capita_VR08_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR08_lowess_95_perc_ci_top,RNA_flow_per_capita_VR08_lowess,RNA_flow_per_capita_VR09_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR09_lowess_95_perc_ci_top,RNA_flow_per_capita_VR09_lowess,RNA_flow_per_capita_VR10_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR10_lowess_95_perc_ci_top,RNA_flow_per_capita_VR10_lowess,RNA_flow_per_capita_VR11_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR11_lowess_95_perc_ci_top,RNA_flow_per_capita_VR11_lowess,RNA_flow_per_capita_VR12_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR12_lowess_95_perc_ci_top,RNA_flow_per_capita_VR12_lowess,RNA_flow_per_capita_VR13_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR13_lowess_95_perc_ci_top,RNA_flow_per_capita_VR13_lowess,RNA_flow_per_capita_VR14_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR14_lowess_95_perc_ci_top,RNA_flow_per_capita_VR14_lowess,RNA_flow_per_capita_VR15_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR15_lowess_95_perc_ci_top,RNA_flow_per_capita_VR15_lowess,RNA_flow_per_capita_VR16_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR16_lowess_95_perc_ci_top,RNA_flow_per_capita_VR16_lowess,RNA_flow_per_capita_VR17_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR17_lowess_95_perc_ci_top,RNA_flow_per_capita_VR17_lowess,RNA_flow_per_capita_VR18_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR18_lowess_95_perc_ci_top,RNA_flow_per_capita_VR18_lowess,RNA_flow_per_capita_VR19_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR19_lowess_95_perc_ci_top,RNA_flow_per_capita_VR19_lowess,RNA_flow_per_capita_VR20_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR20_lowess_95_perc_ci_top,RNA_flow_per_capita_VR20_lowess,RNA_flow_per_capita_VR21_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR21_lowess_95_perc_ci_top,RNA_flow_per_capita_VR21_lowess,RNA_flow_per_capita_VR22_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR22_lowess_95_perc_ci_top,RNA_flow_per_capita_VR22_lowess,RNA_flow_per_capita_VR23_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR23_lowess_95_perc_ci_top,RNA_flow_per_capita_VR23_lowess,RNA_flow_per_capita_VR24_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR24_lowess_95_perc_ci_top,RNA_flow_per_capita_VR24_lowess,RNA_flow_per_capita_VR25_lowess_95_perc_ci_bottom,RNA_flow_per_capita_VR25_lowess_95_perc_ci_top,RNA_flow_per_capita_VR25_lowess
2022-03-02,87870522.3113348,111921374.99618949,99895948.65376215,55089646.91184778,110468079.14693639,82778863.02939208,27375941.20551452,46560246.19011943,36968093.697816975,37810802.91410988,64371756.3664983,51091279.64030409,44440239.630634725,67741466.73952161,56090853.18507817,58478354.40324792,92584623.4707579,75531488.93700291,46078748.660557695,69743978.51247321,57911363.58651546,41501238.10867049,57742706.32530311,49621972.2169868,140430111.67204314,161670866.7121014,151050489.19207227,54936473.30250801,90982125.38961236,72959299.34606019,19964683.080519263,29922072.037880514,24943377.55919989,42822343.32896236,66665584.76482,54743964.04689118,48681914.63606746,134706210.9129931,91694062.77453028,23727282.64060702,39082819.06245951,31405050.851533268,67828078.16120276,168744378.0903923,118286228.12579753,68134414.89540249,86099452.42409271,77116933.6597476,90780424.55122249,124313476.13770302,107546950.34446275,34989325.05175329,44416537.18728832,39702931.119520806,30447054.42794378,57843085.36019474,44145069.89406926,86924034.1797547,124681947.72686547,105802990.95331009,73651374.30502655,100896524.68415587,87273949.4945912,48736828.98541811,92936939.96165627,70836884.47353719,42955796.196564615,83436774.50139111,63196285.348977864,77042376.72151405,142311878.54863134,109677127.6350727,45126130.72059473,76845264.58716252,60985697.65387862
2022-03-03,90060785.44251038,113882379.71291043,101971582.5777104,56751518.14586449,111423547.1158121,84087532.63083829,30097140.723016426,49144670.279642686,39620905.501329556,39290326.43689437,66464994.79992019,52877660.61840728,46805643.24430694,70658777.39983359,58732210.32207026,61607294.585927755,97396526.37587747,79501910.48090261,47755307.19444265,71337754.11256978,59546530.65350621,41359363.74202902,58004883.06469374,49682123.40336138,143267610.9363686,165434202.10739073,154350906.52187967,57334289.33408499,92958781.04830429,75146535.19119464,20640571.265274957,30776103.494518034,25708337.379896495,46082502.76618966,70282879.97984876,58182691.3730192,50670107.32352859,141083961.60454378,95877034.46403618,22987371.29352773,41713821.91835924,32350596.605943486,80169765.66508773,162480894.4682714,121325330.06667957,70866479.79280655,89403023.18312953,80134751.48796804,92943320.68144184,127873176.00278851,110408248.34211518,36018038.63984938,45467580.02476774,40742809.33230856,32057183.430118836,60278726.800522245,46167955.11532054,96376400.2069821,135214490.35988718,115795445.28343464,79336863.64623569,106594300.33510579,92965581.99067074,51708775.6865049,96117555.40082249,73913165.5436637,46761535.94418311,89096181.53204364,67928858.73811337,82830533.21447848,150060430.5573573,116445481.8859179,45416172.710192785,79114300.1161414,62265236.41316709
2022-03-04,80851487.02610083,104351955.58525969,92601721.30568026,52686632.399967216,118944540.97944641,85815586.68970682,32842601.58451933,51539145.51076202,42190873.547640674,40594498.63675715,67842202.18750617,54218350.41213166,49026282.21576448,73331521.35751964,61178901.78664206,64986142.65024544,103235900.29086141,84111021.47055343,49556589.2574674,73075677.49707572,61316133.37727156,40992040.556408346,58204063.31046668,49598051.93343751,146576747.4124135,169617451.12928852,158097099.27085102,58924239.87510693,95743723.30717441,77333981.59114067,21459442.84144183,31800547.69500615,26629995.26822399,49662431.401260465,74161952.09067205,61912191.745966256,58668510.171001606,153113381.85244963,105890946.01172562,24216221.129296634,42319714.37820034,33267967.753748484,81795895.24545552,166510304.3309673,124153099.7882114,74584591.30849348,93563071.03293334,84073831.17071341,95424161.46222948,131748299.7044834,113586230.58335644,36737943.03503967,46209131.57312425,41473537.30408196,33115550.86758805,63123541.94059759,48119546.40409282,102504781.28995776,142091537.91405585,122298159.60200681,84314167.62015097,111683272.18908851,97998719.90461974,53841801.419511706,98873085.33210272,76357443.37580721,47430620.9655046,98560736.54749133,72995678.75649796,88481165.10983142,159020378.27550712,123750771.69266927,45308890.433795586,81634522.4565024,63471706.44514899
2022-03-05,75067718.59647007,98043862.1769663,86555790.38671818,51884038.41769057,123026841.51682273,87455439.96725665,35561201.32981645,53770042.165592246,44665621.74770435,41138730.36030857,68704133.2274002,54921431.793854386,51011634.76607339,75740988.65045436,63376311.708263874,69673642.1829172,109141422.56762348,89407532.37527034,51546302.28376753,74767041.94777946,63156672.1157735,40565695.382984936,58363378.56939864,49464536.97619179,149836743.4992345,173684212.96315402,161760478.23119426,60837664.35819675,98804129.7432702,79820897.05073348,22706485.456002872,33226451.971610215,27966468.713806543,53468609.24761321,78102097.07465231,65785353.16113276,76654822.88921599,175333072.84178817,125993947.86550209,24452905.35975714,43706913.28300686,34079909.321382,82891302.5237022,171293073.74320096,127092188.13345158,79436297.31886779,98665081.160594,89050689.2397309,98367491.22161719,136090897.6969641,117229194.45929064,37078534.253221124,46575603.028191745,41827068.640706435,34131827.093019485,65563951.80330582,49847889.44816265,99550035.90486403,139892504.52011856,119721270.2124913,86351583.80119845,113657651.48856017,100004617.64487931,55538450.14327502,100838054.40306452,78188252.27316977,54762900.09259896,101442233.95249085,78102567.0225449,94612086.33769423,167849741.14409184,131230913.74089304,44637785.45074876,82903307.192778,63770546.32176338
2022-03-06,72730860.67363173,95614035.52785766,84172448.1007447,59599217.87328865,117990981.39762633,88795099.63545749,38195475.529769056,55807419.44732129,47001447.48854517,41401297.430920124,68652551.69458976,55026924.562754944,52884699.48747403,78048068.92773217,65466384.207603104,72774902.06504144,113606377.20985372,93190639.63744758,53475042.273133576,76544719.59343933,65009880.93328645,40077887.75583465,58575432.353638,49326660.05473632,152678797.49964064,177238866.2616797,164958831.88066018,63494899.64387664,101730923.83793876,82612911.7409077,24055161.17753631,34689783.29423355,29372472.23588493,57281725.232280195,81898405.2746686,69590065.2534744,89221776.23214754,191832725.96080914,140527251.09647834,25716684.90258932,43639853.32492904,34678269.11375918,78189561.55538192,182467103.0033709,130328332.27937642,84458282.22083813,103759581.96358377,94108932.09221095,101593214.99042566,140689380.993859,121141297.99214233,37236716.54031388,46780148.57408322,42008432.55719855,34951717.10243349,67900470.84571323,51426093.97407336,97450081.77084275,138297683.1653025,117873882.46807261,86969696.74900171,114167056.17265552,100568376.46082862,57399473.744620055,103111479.86814225,80255476.80638115,56922680.298112035,105018091.33801475,80970385.8180634,100216163.04152253,176126473.69634882,138171318.36893567,42705681.77276383,83488069.5488568,63096875.660810314
2022-03-07,71293103.00062907,94365081.4863295,82829092.24347928,55598558.67823614,124753004.70559622,90175781.69191618,40585551.49309016,57496684.4564761,49041117.97478313,42341085.234181695,69264328.50327477,55802706.868728235,54694352.96699053,80368552.57840547,67531452.772698,71821850.7425465,114276716.38614339,93049283.56434494,55243566.459316686,78333015.0780303,66788290.768673494,39713163.8793811,58872575.77684332,49292869.82811221,155171638.0634483,180351195.11251563,167761416.58798197,65368854.38190417,104306362.93208356,84837608.65699387,24778417.01278143,35512525.35377529,30145471.18327836,60681983.45776366,85105092.38052587,72893537.91914476,96082093.97218272,203816329.4849998,149949211.72859126,25650276.62577174,44690356.08011592,35170316.35294383,82819974.13031572,185064999.49512875,133942486.81272224,88078701.28331362,107285576.33596496,97682138.80963929,104414239.06231892,144804881.59360436,124609560.32796164,37435877.82405639,47039437.86991522,42237657.8469858,35967827.244604096,70067100.54464401,53017463.894624054,98328862.02954336,139647406.10409135,118988134.06681736,87677012.26466642,114917808.47840725,101297410.37153684,60304704.98585712,106646522.10506874,83475613.54546294,53511924.01733954,103123663.65668361,78317793.83701158,106167879.29659297,187145405.73293632,146656642.51476464,41915026.79007469,82531747.27218592,62223387.03113031
2022-03-08,69436638.83455814,92373696.95983334,80905167.89719574,58394993.737867534,126061383.60245746,92228188.6701625,42717526.357790604,58820499.54056555,50769012.94917808,43018499.961368814,69846300.37114374,56432400.16625628,56566968.49146724,82816625.8991383,69691797.19530277,71507333.64981788,115501279.21623716,93504306.43302752,57334962.1120075,79862023.7463193,68598492.9291634,39739252.621498205,59770385.17176562,49754818.89663191,157745898.4887234,183457013.69445384,170601456.09158862,66491223.362325594,106614616.27954803,86552919.82093681,25248319.730942737,36083511.52587497,30665915.628408853,63874317.845703654,88096112.59986013,75985215.2227819,104424588.18937415,214246305.63497615,159335446.91217515,27002985.178799175,44239251.78195984,35621118.48037951,84175613.7697328,192655142.08469597,138415377.92721438,90166699.26019263,109115226.29611686,99640962.77815475,106924070.41978575,148427904.45837802,127675987.43908188,37773603.90810224,47442991.20409628,42608297.55609926,36570024.978025645,72514291.5418807,54542158.25995317,100024610.15219496,141727144.26334232,120875877.20776863,89290293.6718134,116512201.51912466,102901247.59546903,64238970.07618873,109977489.33678426,87108229.7064865,49506358.431509525,102665510.4267155,76085934.42911251,119457456.45193332,201443924.03898442,160450690.24545887,40549845.23347566,85338402.8663981,62944124.04993688
2022-03-09,65639893.79187375,88211949.91107723,76925921.85147549,51378157.862116896,139227556.92756727,95302857.39484209,44734321.88204891,59964355.959460594,52349338.92075475,43091330.541598454,69687283.67872928,56389307.11016387,58736441.09787616,85373717.95494658,72055079.52641137,73680466.7139909,118046030.35966384,95863248.53682737,59345515.35100178,81621256.2882382,70483385.81961998,40607762.341284364,61340012.338515595,50973887.33989998,160482486.8009572,186644694.79382682,173563590.797392,67643988.10219002,108842264.81528723,88243126.45873863,25851374.139930014,36728794.645749666,31290084.39283984,66821929.67586523,91033899.29586598,78927914.48586561,112620251.958512,225891964.5749817,169256108.26674685,26740786.822822094,45375492.892484576,36058139.857653335,93553999.35352015,194284151.80347437,143919075.57849726,90914156.28149612,109499125.41598733,100206640.84874173,109922363.76624846,152232848.26731488,131077606.01678167,38209801.10553451,47950458.43913849,43080129.7723365,36854935.95444372,74497104.2600388,55676020.10724126,104393531.03343092,146142852.3512938,125268191.69236237,91422311.772742,118731189.6863156,105076750.7295288,67773124.21825337,112805940.21008837,90289532.21417087,47954742.38116577,101911784.45883158,74933263.41999868,119030616.08649191,199908210.56735298,159469413.32692245,41072801.325040184,86687526.72565463,63880164.025347404
2022-03-10,60897708.92929503,83112502.60497633,72005105.76713568,52502462.99568315,139822693.6740228,96162578.33485296,46660404.482376054,60955491.40798485,53807947.94518045,43006459.75928109,69305169.16145988,56155814.46037048,61130347.17433179,88027522.17977127,74578934.67705153,75998753.06597161,121413214.03853121,98705983.55225141,61136364.347770914,83088088.36120854,72112226.35448973,42155740.702141635,63388496.42234368,52772118.56224266,163016033.5209344,189582038.18332237,176299035.8521284,69681939.03784741,111080671.14437626,90381305.09111184,26613484.538533334,37485407.50825079,32049446.02339206,68863050.13717863,92816795.63976151,80839922.88847007,122008481.0537955,238758368.12846994,180383424.59113273,26110880.993514515,46820229.31938218,36465555.15644835,98142497.54415569,200876315.00459543,149509406.27437556,91140910.61591251,109228310.95215686,100184610.78403468,113540397.57331187,156487664.41236293,135014030.9928374,38500186.47801956,48318674.51689362,43409430.49745659,36875142.439300284,76010056.03942132,56442599.2393608,112175353.943636,153516402.85859212,132845878.40111406,93925496.79187223,121448818.15918848,107687157.47553036,70268096.82488286,116673187.29343876,93470642.05916081,47581146.44016296,102084627.17465422,74832886.80740859,110162827.0538836,192334633.9598446,151248730.5068641,40195550.93836334,89757052.60861038,64976301.77348686
2022-03-11,54897523.6994947,76939689.08505958,65918606.39227714,57348292.71669197,134347050.79895443,95847671.7578232,48429232.200409025,61848272.211823255,55138752.20611614,42966632.52589073,69099097.04640813,56032864.78614943,63347124.18190724,90682658.54732955,77014891.36461839,77252893.41380605,123694593.23531958,100473743.32456282,62157188.31366782,83796555.53404005,72976871.92385393,44133393.021074146,65861323.71768905,54997358.3693816,164766070.98833933,191772011.2530581,178269041.12069872,70243785.61662558,113432116.9950831,91837951.30585434,27380669.95107814,38168600.03658462,32774634.99383138,69215423.95476173,92878478.33635537,81046951.14555855,132867275.55393825,257381178.21355444,195124226.88374636,25888755.544132628,47579590.33664516,36734172.940388896,103430850.0388908,206589061.3242051,155009955.68154794,91522213.09046715,108970454.94992733,100246334.02019724,117546037.47928461,161010756.95873,139278397.2190073,38550111.336043075,48453129.15852462,43501620.247283846,37233312.674173005,76460521.72671679,56846917.2004449,117419997.33841163,157864039.30000836,137642018.31921,98108743.72164632,125606629.15763812,111857686.43964222,73583414.26489949,120334134.85966173,96958774.56228061,47483639.963779554,104174220.50896896,75828930.23637426,101864981.65025865,184085092.30407107,142975036.97716486,39630802.81098453,92953890.41256377,66292346.61177415
2022-03-12,48158885.90482993,69782935.59542069,58970910.75012531,58245491.453947164,132399950.79046014,95322721.12220365,50095391.43333398,62708525.667077556,56401958.55020577,43305990.52230257,68985793.09663375,56145891.80946816,65262418.7949781,92765633.91847087,79014026.35672449,78074849.02324578,125157258.90069142,101616053.9619686,62706431.263455845,84116899.8826108,73411665.57303332,46185038.6638048,68529860.63611671,57357449.64996076,164813010.12028915,192341429.20176607,178577219.6610276,70485298.51850997,113703955.47550757,92094626.99700877,27891508.97701486,38571958.93261523,33231733.95481504,68920667.80959332,92386566.61509949,80653617.2123464,157629396.96028864,275672869.26129454,216651133.1107916,27121828.000040133,46361095.95049639,36741461.97526826,107809562.86916909,210461566.99158958,159135564.93037933,92167440.6843961,108908960.0201814,100538200.35228875,121717431.72859073,165497013.65506446,143607222.6918276,38458190.231288485,48457047.751292296,43457618.99129039,37028212.51536896,76794530.05735418,56911371.28636157,119194218.86734068,158916894.2820738,139055556.57470724,103172052.7861262,130717554.17522031,116944803.48067325,76626991.94606315,123933214.69857363,100280103.32231839,46321865.76846552,106796062.42092317,76558964.09469435,93973133.48391768,175309164.82251152,134641149.1532146,39588936.74623503,95939066.72557984,67764001.73590744
2022-03-13,51233744.49243507,72763598.03279251,61998671.26261379,55726343.53076764,133354745.5362773,94540544.53352247,51674216.45274705,63524461.6820457,57599339.06739637,43890964.17238727,69128243.13155542,56509603.65197135,66221278.52164548,93879455.460829,80050366.99123724,78371518.69330953,125715468.01535149,102043493.35433051,62997832.292463854,84267063.40330572,73632447.84788479,48606074.21248002,70892513.93782912,59749294.07515457,162477830.0063391,190585246.1097363,176531538.0580377,70314778.50690174,113639113.37631887,91976945.9416103,28035849.630176842,38588003.82413508,33311926.72715596,68449539.7156765,91778204.90722592,80113872.31145121,180756570.657102,298804962.58928394,239780766.62319297,25792349.43621783,47451686.11328648,36622017.774752155,107459706.69311759,212169457.00444862,159814581.8487831,92688183.87296331,108694898.58474967,100691541.22885649,125184485.61481982,169046311.10959965,147115398.36220974,38370988.806688495,48506931.81182834,43438960.30925842,36612733.20546238,76872501.80032761,56742617.502895,118737153.82950814,157533378.97242558,138135266.40096685,98790195.65411153,126584615.76584336,112687405.70997745,78717130.69220139,126731909.19124196,102724519.94172168,44828347.37245953,102746558.81840882,73787453.09543417,86733811.15614411,165818525.75590584,126276168.45602497,36406135.65653884,102311167.27234638,69358651.46444261
2022-03-14,56769378.31233298,78328902.39269508,67549140.35251403,56177059.466286056,130626142.60610971,93401601.03619789,52848250.60584505,64080166.36297272,58464208.484408885,44720009.06937407,69494623.76406889,57107316.41672148,65934949.81644222,93885838.78003371,79910394.29823796,78945106.42515422,125455446.96428202,102200276.69471812,63255427.02963057,84479880.9627873,73867653.99620894,50851788.518062964,73449867.99287428,62150828.25546862,158385092.87988228,187166253.0735811,172775672.9767317,69756282.97743538,113210912.50239766,91483597.73991652,27797613.86728139,38252182.54700639,33024898.207143888,67745196.81660765,91109473.27377564,79427335.04519165,175604540.19172925,292730957.69594574,234167748.9438375,22546553.896606117,50550021.36246848,36548287.6295373,107454252.72316116,210420342.01183516,158937297.36749816,92758581.64685592,108078056.94712946,100418319.29699269,125668715.27114882,169485471.3618711,147577093.31650996,38455114.2344985,48784075.45534319,43619594.844920844,36478362.36551009,76743377.11990632,56610869.742708206,114679556.30856058,152587078.6021858,133633317.45537318,91710256.81398672,119665088.75596833,105687672.78497753,79266461.0030743,128779472.71830027,104022966.86068729,42740477.874953546,96469502.63144687,69604990.2532002,79612209.77251492,156258152.38714206,117935181.07982849,42438325.54443377,99580317.26232949,71009321.40338163
2022-03-15,58471632.638292484,80266067.60974076,69368850.12401663,56751835.663603425,127225778.88678768,91988807.27519555,53506304.50867812,64281650.18938798,58893977.34903305,45570121.83750719,69605947.34366032,57588034.59058376,64381209.93914464,92489883.73399016,78435546.8365674,79100956.08209372,125557089.43019494,102329022.75614433,63364802.355815,84578533.57104434,73971667.96342967,53063900.001107305,76037632.61851521,64550766.30981126,153842999.18893558,183438344.5556472,168640671.8722914,68617868.32637368,112245901.06348403,90431884.69492885,27580716.84811587,37909331.614391245,32745024.231253557,66588703.250860676,90173733.17113985,78381218.21100026,165782452.2882646,279974974.5601287,222878713.42419666,24528486.22590685,48453003.98546249,36490745.10568467,107814923.25780281,209690252.21141806,158752587.73461044,92468881.63744158,107240487.77670395,99854684.70707276,123235662.41993548,166924469.98535985,145080066.20264766,38719511.43747072,49293637.52376439,44006574.48061755,35692309.89026177,77142866.2153376,56417588.05279969,109514895.61761732,146757335.85402614,128136115.73582174,84482965.08942378,112687813.89780065,98585389.49361221,79443552.52127725,130180275.00936571,104811913.76532148,39621421.47213936,91092582.48534799,65357001.97874367,71911087.4659253,147730323.7711722,109820705.61854875,48274074.51144005,96700628.40008442,72487351.45576224
2022-03-16,59622285.00451801,81324148.97780901,70473216.9911635,51937837.687306955,128770336.09406467,90354086.89068581,53801677.85175034,64309675.41130907,59055676.631529704,46258033.07276734,69990378.76200454,58124205.917385936,61062523.50653006,89164858.31498967,75113690.91075987,79193680.5325608,125784477.01244819,102489078.7725045,63360095.757986985,84675529.05597916,74017812.40698308,55258192.12722185,78638189.19357765,66948190.66039975,149474364.61215442,180048602.4594261,164761483.53579026,67047788.426444694,110698126.00893216,88872957.21768843,27450356.3924034,37612610.59377725,32531483.493090324,64743636.975578904,88589329.8599312,76666483.41775505,159909162.0661278,265891031.40944824,212900096.73778802,23079976.069133967,49675305.35935536,36377640.71424466,108813698.2763249,212596710.44699177,160705204.36165833,90742166.32835305,105110964.90239581,97926565.61537443,120385916.6475036,163505967.7850113,141945942.21625745,39127825.94973912,50005577.514428996,44566701.73208406,34768492.62444121,76755232.41627896,55761862.52036008,104363596.67029214,140916087.17880884,122639841.92455049,77236560.79499204,105621924.00682767,91429242.40090986,80285393.9835269,131171789.59173374,105728591.78763032,32354419.16025607,89840373.51369204,61097396.336974055,65815024.87570174,139141172.18309546,102478098.5293986,50457327.21827486,97001556.72744787,73729441.97286136
2022-03-17,61086341.76668175,82166527.03847,71626434.40257588,52964058.303079374,123947589.71900517,88455824.01104227,53810999.444013834,64269396.88204929,59040198.16303156,46623776.08641866,70439136.3667502,58531456.22658443,57056149.08499072,85577144.78921261,71316646.93710166,79442529.26510462,125758338.30382514,102600433.78446488,63361684.52164956,84931929.60415237,74146807.06290096,57536482.658087656,81263768.17305861,69400125.41557314,145236418.22710282,176991880.577529,161114149.4023159,66553088.57962385,107269242.99005207,86911165.78483796,27242368.148646165,37232387.92204521,32237378.03534569,62204140.964247756,86371279.4732925,74287710.21877013,152485989.2426114,256003892.22848403,204244940.73554772,23156886.19997991,49317630.85015445,36237258.52506718,113298345.4220761,219269337.69836187,166283841.560219,87546223.61285488,101623405.4976608,94584814.55525784,117580012.36817938,159995827.82114053,138787920.09465995,39599325.50046203,50848966.164732434,45224145.83259723,33312334.672851376,76467786.67455554,54890060.67370346,99436537.01296571,135174619.29373524,117305578.15335047,69982954.62784636,98593338.84831363,84288146.73808,80331275.63869748,131708796.33923605,106020035.98896676,29590557.393168766,84267576.53314975,56929066.963159256,59263274.693561845,131802851.46544164,95533063.07950175,51287892.85545853,98402067.52940997,74844980.19243425
2022-03-18,62522763.962059975,83460515.69420236,72991639.82813117,51903525.199033916,120354573.52441758,86129049.36172575,53506801.796883404,64151421.66590801,58829111.73139571,46976082.83685524,70547779.69841608,58761931.26763566,53611737.96658447,81732062.59455296,67671900.28056872,79443212.01332958,125560981.22473122,102502096.6190304,63299994.73897231,85095508.9395478,74197751.83926006,60449919.9894781,84129403.6751288,72289661.83230345,141227259.02454522,174373132.723439,157800195.87399212,64330418.14796458,105088275.8333338,84709346.9906492,26798526.588688973,36622630.169590384,31710578.37913968,59540622.492050104,84138304.35356042,71839463.42280526,146172401.09546453,247592705.7570637,196882553.4262641,20028410.519455403,52141190.89626022,36084800.70785781,115326003.35073274,225505583.90495586,170415793.6278443,84306793.82591671,98264727.00696641,91285760.41644156,114960720.19983295,156501005.88880482,135730863.04431888,40048023.77609034,51698605.90674129,45873314.841415815,32177536.077550028,75416239.60583963,53796887.841694824,94755950.74042396,129827675.02551787,112291812.88297091,62807384.23570557,91571411.80029665,77189398.01800111,77213819.3426097,129113755.72915936,103163787.53588453,25917755.96975814,79906911.74065521,52912333.855206676,53589293.54142174,124272240.8954699,88930767.21844582,52744102.28081565,99129213.85343504,75936658.06712535
2022-03-19,64173313.08640138,84980057.29791403,74576685.1921577,49748690.22192502,116739323.92867935,83244007.07530218,52981433.01870022,64011023.0826081,58496228.05065416,47168377.12135991,70651422.80203332,58909899.96169661,50540182.2776797,78141560.00327328,64340871.14047649,79623834.46730344,124936214.50610773,102280024.48670559,62299138.77220376,84335096.13129975,73317117.45175175,58208607.448096015,81815650.86418067,70012129.15613835,137224570.49710345,171884391.20124656,154554480.849175,62804353.24381405,102428545.02401781,82616449.13391593,26288991.87043505,35920421.61396366,31104706.742199358,57010075.65282554,81912122.48639706,69461099.0696113,141570723.65044475,239201508.85760808,190386116.2540264,21261014.45539692,50560029.936078504,35910522.19573771,114057603.98377085,223386983.17193764,168722293.57785425,81505695.37010172,95575859.53088474,88540777.45049323,112782082.6236828,153221719.13202134,133001900.87785207,40366223.58456552,52431649.88502681,46398936.73479617,31284854.336960882,73618071.76533872,52451463.0511498,90238083.4669711,125065557.91912654,107651820.69304882,55999555.19089378,84705842.57783282,70352698.8843633,73004370.49441877,123892601.12470424,98448485.8095615,21837553.736556858,76190920.64465472,49014237.19060579,49434816.021067485,116459375.7341242,82947095.87759584,53274326.60912559,99572833.92124268,76423580.26518413
2022-03-20,66396110.5256348,86399413.82938287,76397762.17750883,39953393.183840595,120731437.61229229,80342415.39806645,52330662.609698,63874685.69333115,58102674.151514575,47400072.143263415,70715518.32777852,59057795.23552097,48366196.107113436,75414044.72036815,61890120.41374079,79589233.385916,124450304.33838305,102019768.86214952,59868209.9597069,82226082.40484288,71047146.1822749,52675854.868321665,76197023.56405802,64436439.21618985,132725675.62837987,168946495.52591377,150836085.57714683,60716212.113473915,100744232.08099163,80730222.09723277,25759385.759119157,35160643.674808234,30460014.716963693,54484113.14145249,79641380.71553959,67062746.92849604,136732070.5758926,231856107.881467,184294089.2286798,22389772.69693472,48998727.67072241,35694250.18382856,102670876.08260196,222617924.12497228,162644400.10378712,79161828.86697152,93613753.81019074,86387791.33858113,110737321.06920707,149901085.64579454,130319203.3575008,40248739.88488389,52723215.07563574,46485977.48025981,30273518.579501335,71603358.67904091,50938438.62927112,85874101.33806458,120921801.85466892,103397951.59636675,50479864.085279286,78990038.55617493,64734951.32072711,67760330.23075831,119187165.24314189,93473747.7369501,22874793.710074,67737221.39713353,45306007.55360376,46286403.90489571,109168222.9794354,77727313.44216555,49285890.91312462,99964306.81087375,74625098.86199918
