Date_measurement,Version,Date_of_report,RWZI_AWZI_code,RWZI_AWZI_name,RNA_flow_per_100000
2021-11-18,2,2022-06-07,2027,Lemmer,45466161240192.0
2021-11-18,2,2022-06-07,7016,Winterswijk,98875216336818.0
2021-11-18,2,2022-06-07,14002,Woerden,208742582064159.0
2021-11-18,2,2022-06-07,7019,Zutphen,98121052694536.0
2021-11-18,2,2022-06-07,9010,Groesbeek,151349969978638.0
2021-11-18,2,2022-06-07,7022,Etten,117812282908272.0
2021-11-18,2,2022-06-07,9039,Dreumel,67269775364859.0
2021-11-18,2,2022-06-07,7018,Dinxperlo,62778719691431.0
2021-11-18,2,2022-06-07,17016,Alblasserdam,131150026295926.0
2021-11-18,2,2022-06-07,28002,Asten,46621189188148.0
2021-11-18,2,2022-06-07,25026,Baarle-Nassau,135941768399376.0
2021-11-18,2,2022-06-07,25021,Bath,112009061889325.0
2021-11-18,2,2022-06-07,25019,Chaam,35963886677324.0
2021-11-18,2,2022-06-07,9038,Gendt,31245023632566.0
2021-11-18,2,2022-06-07,9037,Gorinchem,43956827708203.0
2021-11-18,2,2022-06-07,13012,Haarlem Schalkwijk,122401659215044.0
2021-11-18,2,2022-06-07,7023,Haarlo,12628112014442.0
2021-11-18,2,2022-06-07,17026,Hardinxveld-Giessendam,80410574016368.0
2021-11-18,2,2022-06-07,4022,Holten,19308341077259.0
2021-11-18,2,2022-06-07,7015,Lichtenvoorde,187114011787470.0
2021-11-18,2,2022-06-07,13005,Zwanenburg,106755834626979.0
2021-11-18,2,2022-06-07,7020,Nieuwgraaf,42058093950352.0
2021-11-18,2,2022-06-07,17066,Numansdorp,34801160067151.0
2021-11-18,2,2022-06-07,7021,Olburgen,67822597328666.0
2021-11-18,2,2022-06-07,17045,Oud-Beijerland,64580399072080.0
2021-11-18,2,2022-06-07,17013,Papendrecht,107828028864012.0
2021-11-18,2,2022-06-07,17054,Piershil,48859524764358.0
2021-11-18,2,2022-06-07,25013,Riel,60992727799174.0
2021-11-18,2,2022-06-07,17043,Strijen,50030149534405.0
2021-11-18,2,2022-06-07,17075,Ooltgensplaat,132950750705368.0
2021-11-18,2,2022-06-07,7002,Aalten,67683726839412.0
2021-11-18,2,2022-06-07,13049,Alphen Kerk En Zanen,61540436376425.0
2021-11-18,2,2022-06-07,13035,Alphen Noord,101694867612113.0
2021-11-18,2,2022-06-07,13042,Bodegraven,116177882126700.0
2021-11-18,2,2022-06-07,25017,Nieuwveer,64215908903531.0
2021-11-18,2,2022-06-07,17078,Zwijndrecht,207216258267596.0
2021-11-18,2,2022-06-07,10029,Wijk Bij Duurstede,201015130398534.0
2021-11-18,2,2022-06-07,5020,Almelo-Sumpel,89325701124053.0
2021-11-18,2,2022-06-07,2028,Dokkum,39851713818437.0
2021-11-18,2,2022-06-07,28003,Aarle-Rixtel,50494214017045.0
2021-11-18,2,2022-06-07,2038,Franeker,17561379694122.0
2021-11-18,2,2022-06-07,2036,Grouw,44591196471032.0
2021-11-18,2,2022-06-07,2032,Harlingen,66735927474740.0
2021-11-18,2,2022-06-07,2019,Kootstertille,61449638807122.0
2021-11-18,2,2022-06-07,2002,Oosterwolde,35602216812134.0
2021-11-18,2,2022-06-07,2025,Akkrum,11978841166762.0
2021-11-18,2,2022-06-07,6005,Almere,87079910371099.0
2021-11-18,2,2022-06-07,2020,Ameland,55854228190294.0
2021-11-18,2,2022-06-07,11005,Amstelveen,59004515330450.0
2021-11-18,2,2022-06-07,3010,Assen,98460310889196.0
2021-11-18,2,2022-06-07,1046,Bellingwolde,9669776541230.0
2021-11-18,2,2022-06-07,2023,Bolsward,86520818182368.0
2021-11-18,2,2022-06-07,1044,Delfzijl,38729596399835.0
2021-11-18,2,2022-06-07,6003,Dronten,101160148366127.0
2021-11-18,2,2022-06-07,3030,Eelde,29893275723539.0
2021-11-18,2,2022-06-07,5002,Enschede,116620997386819.0
2021-11-18,2,2022-06-07,1034,Feerwerd,13134417111853.0
2021-11-18,2,2022-06-07,33001,Foxhol,95403412925252.0
2021-11-18,2,2022-06-07,1033,Garmerwolde,39244523713694.0
2021-11-18,2,2022-06-07,3031,Gieten,29650694796601.0
2021-11-18,2,2022-06-07,11004,Hilversum,132596361292261.0
2021-11-18,2,2022-06-07,1026,Hoogezand,22860662756895.0
2021-11-18,2,2022-06-07,2022,Joure,41992647850322.0
2021-11-18,2,2022-06-07,1029,Leek,60124717215150.0
2021-11-18,2,2022-06-07,2011,Leeuwarden,84030109551368.0
2021-11-18,2,2022-06-07,2021,Damwoude,148619193870027.0
2021-11-18,2,2022-06-07,2029,Birdaard,37174349556058.0
2021-11-18,2,2022-06-07,2012,Drachten,124659785990922.0
2021-11-18,2,2022-06-07,30020,Venray,51623853975510.0
2021-11-18,2,2022-06-07,5019,Almelo-Vissedijk,105345343738679.0
2021-11-18,2,2022-06-07,10027,Amersfoort,127054690751772.0
2021-11-18,2,2022-06-07,9017,Bergharen,111862695168661.0
2021-11-18,2,2022-06-07,4019,Deventer,93809167551865.0
2021-11-18,2,2022-06-07,28005,Dinther,82196898722378.0
2021-11-18,2,2022-06-07,9026,Dodewaard,200345120036902.0
2021-11-18,2,2022-06-07,30025,Gennep,136582543910956.0
2021-11-18,2,2022-06-07,5003,Glanerbrug,127326092177957.0
2021-11-18,2,2022-06-07,5016,Goor,95160520604512.0
2021-11-18,2,2022-06-07,2013,Burgum,46278133064705.0
2021-11-18,2,2022-06-07,25025,Halsteren,58660845412855.0
2021-11-18,2,2022-06-07,5017,Hengelo,68961407293726.0
2021-11-18,2,2022-06-07,4023,Kampen,46618995665464.0
2021-11-18,2,2022-06-07,5001,Haaksbergen,91118200630231.0
2021-11-18,2,2022-06-07,30018,Meijel,134982809210211.0
2021-11-18,2,2022-06-07,5023,Nijverdal,106004198961244.0
2021-11-18,2,2022-06-07,5012,Oldenzaal,32786447768265.0
2021-11-18,2,2022-06-07,30023,Panheel,96206949964938.0
2021-11-18,2,2022-06-07,4021,Raalte,52397731520302.0
2021-11-18,2,2022-06-07,5022,Rijssen,73780567004648.0
2021-11-18,2,2022-06-07,30024,Roermond,42296996825342.0
2021-11-18,2,2022-06-07,3028,Sleen,50495541237333.0
2021-11-18,2,2022-06-07,30022,Susteren,195628724458908.0
2021-11-18,2,2022-06-07,29003,Land Van Cuijk,67184551958402.0
2021-11-18,2,2022-06-07,30017,Venlo,86677629126346.0
2021-11-19,2,2022-06-07,15007,De Groote Lucht,84892924983521.0
2021-11-19,2,2022-06-07,10012,De Meern,179543610668035.0
2021-11-19,2,2022-06-07,10003,De Bilt,104978660087772.0
2021-11-19,2,2022-06-07,10036,Houten,31938778726261.0
2021-11-19,2,2022-06-07,27010,Sint-Oedenrode,90181561636828.0
2021-11-19,2,2022-06-07,25029,Willemstad,52047155251204.0
2021-11-19,2,2022-06-07,13012,Haarlem Schalkwijk,181438023849425.0
2021-11-19,2,2022-06-07,27008,S Hertogenbosch,48483398370099.0
2021-11-19,2,2022-06-07,17076,Schelluinen,147533054589377.0
2021-11-19,2,2022-06-07,25016,Nieuw-Vossemeer,87893162476105.0
2021-11-19,2,2022-06-07,19003,Tholen,58322056669682.0
2021-11-19,2,2022-06-07,18006,Westerschouwen,212191956558132.0
2021-11-19,2,2022-06-07,10031,Breukelen,80656179600175.0
2021-11-19,2,2022-06-07,27005,Hapert,217011550591467.0
2021-11-19,2,2022-06-07,23002,Terneuzen,109801047368674.0
2021-11-19,2,2022-06-07,30021,Stein,324051290841773.0
2021-11-19,2,2022-06-07,19001,Sint Maartensdijk,181901149866969.0
2021-11-19,2,2022-06-07,22008,Retranchement,186490699024971.0
2021-11-19,2,2022-06-07,30023,Panheel,131927199114526.0
2021-11-19,2,2022-06-07,22012,Oostburg,69720357478518.0
2021-11-19,2,2022-06-07,22013,Breskens,77125957501561.0
2021-11-19,2,2022-06-07,30015,Hoensbroek,260428099621622.0
2021-11-19,2,2022-06-07,18009,De Verseput,111554360911993.0
2021-11-19,2,2022-06-07,24002,Kloosterzande,41748989721416.0
2021-11-19,2,2022-06-07,24001,Hulst,179053458662685.0
2021-11-20,2,2022-06-07,3023,Tweede Exloermond,27218626381641.0
2021-11-20,2,2022-06-07,1024,Ulrum,64383967365460.0
2021-11-20,2,2022-06-07,4017,Vollenhove,171561142690177.0
2021-11-20,2,2022-06-07,17026,Hardinxveld-Giessendam,232292989891888.0
2021-11-20,2,2022-06-07,1010,Ter Apel,127517694832559.0
2021-11-20,2,2022-06-07,1038,Scheve Klap,12256108401639.0
2021-11-20,2,2022-06-07,1039,Scheemda,57888918977012.0
2021-11-20,2,2022-06-07,13012,Haarlem Schalkwijk,236344899761334.0
2021-11-20,2,2022-06-07,2023,Bolsward,88161816177441.0
2021-11-20,2,2022-06-07,1028,Onderdendam,113576185939550.0
2021-11-20,2,2022-06-07,1011,Uithuizermeeden,51914959386298.0
2021-11-20,2,2022-06-07,12001,Heiloo,155960117706826.0
2021-11-20,2,2022-06-07,1032,Marum,155641491454711.0
2021-11-20,2,2022-06-07,1029,Leek,137250401410476.0
2021-11-20,2,2022-06-07,11005,Amstelveen,79560538499517.0
2021-11-20,2,2022-06-07,17005,Stolwijk,204376932581490.0
2021-11-20,2,2022-06-07,26005,Sleeuwijk,165777419398543.0
2021-11-20,2,2022-06-07,12014,Beemster,79110835720866.0
2021-11-20,2,2022-06-07,12022,Beverwijk,139770003911861.0
2021-11-20,2,2022-06-07,15008,Harnaschpolder,143716825572369.0
2021-11-20,2,2022-06-07,9040,Haaften,172704845237352.0
2021-11-20,2,2022-06-07,9012,Geldermalsen,345457263861811.0
2021-11-20,2,2022-06-07,8021,Ede,107379163755918.0
2021-11-20,2,2022-06-07,2031,Heerenveen,134319917259087.0
2021-11-20,2,2022-06-07,17061,Dokhaven,163132382599255.0
2021-11-20,2,2022-06-07,2002,Oosterwolde,38853312379218.0
2021-11-20,2,2022-06-07,13034,Lisse,357492579986740.0
2021-11-20,2,2022-06-07,17004,Ammerstol,154405193280870.0
2021-11-20,2,2022-06-07,1044,Delfzijl,36935965011899.0
2021-11-20,2,2022-06-07,3032,Dieverbrug,22531871214416.0
2021-11-20,2,2022-06-07,1034,Feerwerd,17969840694313.0
2021-11-20,2,2022-06-07,1031,Gaarkeuken,55048892848663.0
2021-11-20,2,2022-06-07,1033,Garmerwolde,35858433324526.0
2021-11-20,2,2022-06-07,2016,Wolvega,75773804993349.0
2021-11-20,2,2022-06-07,2013,Burgum,70519903984181.0
2021-11-20,2,2022-06-07,1025,Zuidhorn,108801644010668.0
2021-11-20,2,2022-06-07,2025,Akkrum,27512385465815.0
2021-11-20,2,2022-06-07,15005,Houtrust,213730304236390.0
2021-11-20,2,2022-06-07,8011,Harderwijk,109762723697120.0
2021-11-20,2,2022-06-07,8019,Bennekom,57267613290548.0
2021-11-20,2,2022-06-07,4005,Genemuiden,129041947987289.0
2021-11-20,2,2022-06-07,2030,Workum,118561785902395.0
2021-11-20,2,2022-06-07,2037,Warns,83099737569449.0
2021-11-20,2,2022-06-07,2018,Sneek,110986184861543.0
2021-11-20,2,2022-06-07,2012,Drachten,174752998395181.0
2021-11-20,2,2022-06-07,12025,Wieringermeer,21375235376859.0
2021-11-20,2,2022-06-07,27003,Eindhoven,84296107772069.0
2021-11-20,2,2022-06-07,12018,Wieringen,64992030188229.0
2021-11-20,2,2022-06-07,2015,Gorredijk,153307895294448.0
2021-11-20,2,2022-06-07,2036,Grouw,117385584633837.0
2021-11-20,2,2022-06-07,14003,Leidsche Rijn,117394142536342.0
2021-11-20,2,2022-06-07,2024,Sloten,195612106984261.0
2021-11-20,2,2022-06-07,2027,Lemmer,86492215324276.0
2021-11-20,2,2022-06-07,6006,Zeewolde,144304973228730.0
2021-11-20,2,2022-06-07,18007,Mastgat,110011415383424.0
2021-11-20,2,2022-06-07,1041,Wehe Den Hoorn,7194461094606.0
2021-11-20,2,2022-06-07,10009,Utrecht,83342048886246.0
2021-11-20,2,2022-06-07,2022,Joure,30045250306895.0
2021-11-20,2,2022-06-07,11014,Amsterdam West,67958045810508.0
2021-11-21,2,2022-06-07,11006,Uithoorn,128359943061281.0
2021-11-21,2,2022-06-07,10024,Montfoort,69495457591990.0
2021-11-21,2,2022-06-07,10037,Loenen,172633990044519.0
2021-11-21,2,2022-06-07,30019,Wijlre,354853467572980.0
2021-11-21,2,2022-06-07,12016,Katwoude,279831399127161.0
2021-11-21,2,2022-06-07,6005,Almere,134858674863305.0
2021-11-21,2,2022-06-07,30025,Gennep,229925994802838.0
2021-11-21,2,2022-06-07,12013,Geestmerambacht,83283008544541.0
2021-11-21,2,2022-06-07,11008,Blaricum,107318973242062.0
2021-11-21,2,2022-06-07,12010,Zaandam-Oost,217717939135156.0
2021-11-21,2,2022-06-07,12006,Alkmaar,284751817376534.0
2021-11-21,2,2022-06-07,6006,Zeewolde,101370106518127.0
2021-11-21,2,2022-06-07,30007,Bosscherveld,243777036463754.0
2021-11-21,2,2022-06-07,11014,Amsterdam West,175415001907746.0
2021-11-21,2,2022-06-07,14003,Leidsche Rijn,70311480702752.0
2021-11-21,2,2022-06-07,30020,Venray,69559265216212.0
2021-11-21,2,2022-06-07,16009,Kortenoord,64714317636639.0
2021-11-21,2,2022-06-07,25020,Kaatsheuvel,69274976765730.0
2021-11-21,2,2022-06-07,12019,Stolpen,124571931504250.0
2021-11-21,2,2022-06-07,30022,Susteren,269075894024840.0
2021-11-21,2,2022-06-07,12024,Ursem,89882458732281.0
2021-11-21,2,2022-06-07,30017,Venlo,90773318961523.0
2021-11-21,2,2022-06-07,17067,Haastrecht,12461860229783.0
2021-11-21,2,2022-06-07,30011,Simpelveld,168118470205321.0
2021-11-21,2,2022-06-07,2041,Schiermonnikoog,11314549772984.0
2021-11-21,2,2022-06-07,10034,Ronde Venen,163178469050080.0
2021-11-21,2,2022-06-07,2019,Kootstertille,67866284017790.0
2021-11-21,2,2022-06-07,30005,Weert,236040062782013.0
2021-11-21,2,2022-06-07,30003,Limmel,213794593346791.0
2021-11-21,2,2022-06-07,11013,Horstermeer,160516226518808.0
2021-11-21,2,2022-06-07,11010,Weesp,180368806102002.0
2021-11-21,2,2022-06-07,30013,Rimburg,384763882617693.0
2021-11-21,2,2022-06-07,16011,Groenedijk,101049636075551.0
2021-11-21,2,2022-06-07,17062,Heenvliet,41296103881725.0
2021-11-21,2,2022-06-07,31005,Westpoort,97128101264088.0
2021-11-21,2,2022-06-07,30018,Meijel,183031295352314.0
2021-11-21,2,2022-06-07,20010,Camperlandpolder,125219220501262.0
2021-11-21,2,2022-06-07,9031,Beesd,37276776194301.0
2021-11-21,2,2022-06-07,17068,Berkenwoude,76037227911088.0
2021-11-21,2,2022-06-07,25003,Waalwijk,85119790267140.0
2021-11-21,2,2022-06-07,25028,Dinteloord,242177500020209.0
2021-11-21,2,2022-06-07,1027,Oude Pekela,112277081531854.0
2021-11-21,2,2022-06-07,15004,Nieuwe Waterweg,294698453003534.0
2021-11-21,2,2022-06-07,1026,Hoogezand,71561883765875.0
2021-11-21,2,2022-06-07,17074,Den Bommel,18533445086880.0
2021-11-21,2,2022-06-07,17079,Barendrecht,95953510070470.0
2021-11-21,2,2022-06-07,27009,Haaren,224619461418167.0
2021-11-21,2,2022-06-07,8011,Harderwijk,228377116732089.0
2021-11-21,2,2022-06-07,17065,Groot-Ammers,239152516677202.0
2021-11-21,2,2022-06-07,3031,Gieten,40186566926882.0
2021-11-21,2,2022-06-07,4005,Genemuiden,68152247067817.0
2021-11-21,2,2022-06-07,33001,Foxhol,54106938259287.0
2021-11-21,2,2022-06-07,8021,Ede,321933927830182.0
2021-11-21,2,2022-06-07,17048,Goedereede,110534512439000.0
2021-11-21,2,2022-06-07,8019,Bennekom,83250929549002.0
2021-11-21,2,2022-06-07,2038,Franeker,97988767566467.0
2021-11-21,2,2022-06-07,1046,Bellingwolde,15352225592766.0
2021-11-21,2,2022-06-07,17041,Hellevoetsluis,73872872058437.0
2021-11-21,2,2022-06-07,25027,Lage Zwaluwe,35965667343836.0
2021-11-21,2,2022-06-07,17063,Leerdam,16976338278609.0
2021-11-21,2,2022-06-07,30014,Kerkrade,269555211362366.0
2021-11-21,2,2022-06-07,2011,Leeuwarden,87621458783028.0
2021-11-21,2,2022-06-07,2017,Sint Annaparochie,59588673982696.0
2021-11-21,2,2022-06-07,32002,Tilburg,162830391487638.0
2021-11-21,2,2022-06-07,1045,Veendam,70233856763870.0
2021-11-21,2,2022-06-07,10021,Veenendaal,109155458850073.0
2021-11-21,2,2022-06-07,2040,Vlieland,58264852568288.0
2021-11-21,2,2022-06-07,4017,Vollenhove,90200216959208.0
2021-11-21,2,2022-06-07,1040,Vriescheloo,64840822339676.0
2021-11-21,2,2022-06-07,10008,Driebergen,71667069621203.0
2021-11-21,2,2022-06-07,20011,Willem Annapolder,84953037318912.0
2021-11-21,2,2022-06-07,17055,Middelharnis,53832992234083.0
2021-11-21,2,2022-06-07,2031,Heerenveen,123894132005713.0
2021-11-21,2,2022-06-07,10001,Zeist,118544448252424.0
2021-11-21,2,2022-06-07,2026,Terschelling,77406522940500.0
2021-11-21,2,2022-06-07,10038,Lopik,116686188372365.0
2021-11-21,2,2022-06-07,13030,Leimuiden,30446878113897.0
2021-11-21,2,2022-06-07,1008,Stadskanaal,58381662208812.0
2021-11-21,2,2022-06-07,30024,Roermond,302956869034471.0
2021-11-21,2,2022-06-07,10028,Nieuwegein,91486652611704.0
2021-11-21,2,2022-06-07,2028,Dokkum,55937865095456.0
2021-11-21,2,2022-06-07,2021,Damwoude,189479267048189.0
2021-11-21,2,2022-06-07,17002,Bergambacht,66988348973606.0
2021-11-21,2,2022-06-07,9025,Tiel,82433445955858.0
2021-11-21,2,2022-06-07,2020,Ameland,20110021091757.0
2021-11-21,2,2022-06-07,25001,Rijen,102774874579267.0
2021-11-21,2,2022-06-07,17011,Ridderkerk,170986012234102.0
2021-11-21,2,2022-06-07,17056,Oude Tonge,104304986612265.0
2021-11-21,2,2022-06-07,25016,Nieuw-Vossemeer,276800872056868.0
2021-11-21,2,2022-06-07,13034,Lisse,70335343383812.0
2021-11-21,2,2022-06-07,16010,Kralingseveer,86895832634797.0
2021-11-21,2,2022-06-07,17044,Dordrecht,159873476492920.0
2021-11-21,2,2022-06-07,10032,Oudewater,152548787363291.0
2021-11-21,2,2022-06-07,27006,Soerendonk,132939176519518.0
2021-11-21,2,2022-06-07,27004,Boxtel,95690215029556.0
2021-11-21,2,2022-06-07,3010,Assen,105353714095691.0
2021-11-21,2,2022-06-07,11012,Huizen,135767679823548.0
2021-11-21,2,2022-06-07,2032,Harlingen,49100866804511.0
2021-11-21,2,2022-06-07,2029,Birdaard,68172274810492.0
2021-11-21,2,2022-06-07,27011,Biest-Houtakker,111144868544646.0
2021-11-21,2,2022-06-07,10027,Amersfoort,127907141874159.0
2021-11-21,2,2022-06-07,9019,Culemborg,135840046594100.0
2021-11-21,2,2022-06-07,9013,Asperen,117397231981964.0
2021-11-21,2,2022-06-07,17053,De Groote Zaag,199848652305585.0
2021-11-22,2,2022-06-07,9032,Zetten,68941773558512.0
2021-11-22,2,2022-06-07,15004,Nieuwe Waterweg,86050465842444.0
2021-11-22,2,2022-06-07,13038,Nieuwveen,59793395378729.0
2021-11-22,2,2022-06-07,25017,Nieuwveer,88107583934754.0
2021-11-22,2,2022-06-07,17078,Zwijndrecht,87608270317673.0
2021-11-22,2,2022-06-07,13023,Noordwijk,25374798417161.0
2021-11-22,2,2022-06-07,17066,Numansdorp,62088754649744.0
2021-11-22,2,2022-06-07,17056,Oude Tonge,28892848256741.0
2021-11-22,2,2022-06-07,17013,Papendrecht,70738598584431.0
2021-11-22,2,2022-06-07,17054,Piershil,235903304298969.0
2021-11-22,2,2022-06-07,10035,Rhenen,70942439697920.0
2021-11-22,2,2022-06-07,17052,Sliedrecht,178801495705650.0
2021-11-22,2,2022-06-07,17057,Rozenburg,81177054324521.0
2021-11-22,2,2022-06-07,17043,Strijen,54381954033033.0
2021-11-22,2,2022-06-07,28006,Vinkel,124717858841617.0
2021-11-22,2,2022-06-07,10029,Wijk Bij Duurstede,61417522881108.0
2021-11-22,2,2022-06-07,25016,Nieuw-Vossemeer,97361317782012.0
2021-11-22,2,2022-06-07,9025,Tiel,48774945897233.0
2021-11-22,2,2022-06-07,10001,Zeist,83756290175669.0
2021-11-22,2,2022-06-07,17040,Oostvoorne,65951912401512.0
2021-11-22,2,2022-06-07,17070,Hoogvliet,100736659338574.0
2021-11-22,2,2022-06-07,25019,Chaam,67077225858297.0
2021-11-22,2,2022-06-07,2011,Leeuwarden,48142773914715.0
2021-11-22,2,2022-06-07,25029,Willemstad,73440531786993.0
2021-11-22,2,2022-06-07,5020,Almelo-Sumpel,182285620967127.0
2021-11-22,2,2022-06-07,5019,Almelo-Vissedijk,93674734849275.0
2021-11-22,2,2022-06-07,5011,Denekamp,45130070604818.0
2021-11-22,2,2022-06-07,5002,Enschede,189461571899593.0
2021-11-22,2,2022-06-07,5003,Glanerbrug,42417519816872.0
2021-11-22,2,2022-06-07,5016,Goor,127943496201943.0
2021-11-22,2,2022-06-07,5001,Haaksbergen,89508790375653.0
2021-11-22,2,2022-06-07,25014,Waspik,51554899026745.0
2021-11-22,2,2022-06-07,5017,Hengelo,101806890349510.0
2021-11-22,2,2022-06-07,5023,Nijverdal,78733712080915.0
2021-11-22,2,2022-06-07,5012,Oldenzaal,57643506872434.0
2021-11-22,2,2022-06-07,5022,Rijssen,176951863862474.0
2021-11-22,2,2022-06-07,5005,Tubbergen,89355100148012.0
2021-11-22,2,2022-06-07,5004,Vriezenveen,249375051806137.0
2021-11-22,2,2022-06-07,25025,Halsteren,95173062794406.0
2021-11-22,2,2022-06-07,9042,Millingen Aan De Rijn,60321218599097.0
2021-11-22,2,2022-06-07,2026,Terschelling,43838973755225.0
2021-11-22,2,2022-06-07,5015,Losser,113592685705820.0
2021-11-22,2,2022-06-07,25003,Waalwijk,58089011193888.0
2021-11-22,2,2022-06-07,17077,Spijkenisse,218016819636126.0
2021-11-22,2,2022-06-07,25013,Riel,139842571669192.0
2021-11-22,2,2022-06-07,5018,Ootmarsum,38345786880497.0
2021-11-22,2,2022-06-07,7017,Varsseveld,98827769834353.0
2021-11-22,2,2022-06-07,7016,Winterswijk,33830801921642.0
2021-11-22,2,2022-06-07,15007,De Groote Lucht,75283065129046.0
2021-11-22,2,2022-06-07,25028,Dinteloord,119826470855558.0
2021-11-22,2,2022-06-07,17061,Dokhaven,91683838194195.0
2021-11-22,2,2022-06-07,9027,Druten,37431857700831.0
2021-11-22,2,2022-06-07,17065,Groot-Ammers,56479025105186.0
2021-11-22,2,2022-06-07,17026,Hardinxveld-Giessendam,121708280087482.0
2021-11-22,2,2022-06-07,17062,Heenvliet,44471416701366.0
2021-11-22,2,2022-06-07,17041,Hellevoetsluis,58443540074117.0
2021-11-22,2,2022-06-07,25020,Kaatsheuvel,245772014235420.0
2021-11-22,2,2022-06-07,13041,Katwijk,126570935340828.0
2021-11-22,2,2022-06-07,25027,Lage Zwaluwe,48414722390668.0
2021-11-22,2,2022-06-07,29003,Land Van Cuijk,86999532395761.0
2021-11-22,2,2022-06-07,13034,Lisse,105135013425610.0
2021-11-22,2,2022-06-07,17055,Middelharnis,70489736281277.0
2021-11-22,2,2022-06-07,10028,Nieuwegein,119350962281814.0
2021-11-22,2,2022-06-07,17011,Ridderkerk,86758465055406.0
2021-11-22,2,2022-06-07,9026,Dodewaard,154016403568244.0
2021-11-22,2,2022-06-07,10038,Lopik,101255431983750.0
2021-11-22,2,2022-06-07,17067,Haastrecht,14601177110127.0
2021-11-22,2,2022-06-07,10036,Houten,61050619946107.0
2021-11-22,2,2022-06-07,4022,Holten,73132973899328.0
2021-11-22,2,2022-06-07,1026,Hoogezand,45650119318777.0
2021-11-22,2,2022-06-07,15005,Houtrust,136870791069140.0
2021-11-22,2,2022-06-07,24001,Hulst,240396405269324.0
2021-11-22,2,2022-06-07,4023,Kampen,246542976760006.0
2021-11-22,2,2022-06-07,1029,Leek,50918663903558.0
2021-11-22,2,2022-06-07,6004,Lelystad,282594599767423.0
2021-11-22,2,2022-06-07,7015,Lichtenvoorde,84290357686331.0
2021-11-22,2,2022-06-07,1032,Marum,167474952062706.0
2021-11-22,2,2022-06-07,18007,Mastgat,189636197200968.0
2021-11-22,2,2022-06-07,3014,Meppel,107470287431334.0
2021-11-22,2,2022-06-07,7020,Nieuwgraaf,131701306140746.0
2021-11-22,2,2022-06-07,7021,Olburgen,194032243794118.0
2021-11-22,2,2022-06-07,4006,Olst,79444716973317.0
2021-11-22,2,2022-06-07,4016,Ommen,121660946059135.0
2021-11-22,2,2022-06-07,1028,Onderdendam,85636150933259.0
2021-11-22,2,2022-06-07,22012,Oostburg,63127058941296.0
2021-11-22,2,2022-06-07,4021,Raalte,86574383637133.0
2021-11-22,2,2022-06-07,22008,Retranchement,203784543266883.0
2021-11-22,2,2022-06-07,7014,Ruurlo,125309647211265.0
2021-11-22,2,2022-06-07,2025,Akkrum,226904237507277.0
2021-11-22,2,2022-06-07,2023,Bolsward,44363812580411.0
2021-11-22,2,2022-06-07,18009,De Verseput,24329867615460.0
2021-11-22,2,2022-06-07,2031,Heerenveen,184330322257360.0
2021-11-22,2,2022-06-07,2022,Joure,10778645204085.0
2021-11-22,2,2022-06-07,24002,Kloosterzande,49349496556832.0
2021-11-22,2,2022-06-07,2027,Lemmer,45256383359624.0
2021-11-22,2,2022-06-07,19001,Sint Maartensdijk,134851003711490.0
2021-11-22,2,2022-06-07,3028,Sleen,14989627933922.0
2021-11-22,2,2022-06-07,4030,Hessenpoort,103281202950238.0
2021-11-22,2,2022-06-07,4018,Heino,67964591411589.0
2021-11-22,2,2022-06-07,8016,Heerde,97534675311418.0
2021-11-22,2,2022-06-07,8026,Hattem,216183769728640.0
2021-11-22,2,2022-06-07,7002,Aalten,152008276865377.0
2021-11-22,2,2022-06-07,6005,Almere,122546667393502.0
2021-11-22,2,2022-06-07,8022,Apeldoorn,38294572223343.0
2021-11-22,2,2022-06-07,3001,Beilen,39870883416373.0
2021-11-22,2,2022-06-07,8023,Brummen,80918829044085.0
2021-11-22,2,2022-06-07,3034,Coevorden,85645060522346.0
2021-11-22,2,2022-06-07,4025,Dalfsen,88772489428243.0
2021-11-22,2,2022-06-07,4028,Dedemsvaart,101866244897612.0
2021-11-22,2,2022-06-07,5025,Den Ham,27999481310048.0
2021-11-22,2,2022-06-07,4019,Deventer,63287014911902.0
2021-11-22,2,2022-06-07,3032,Dieverbrug,28430295588032.0
2021-11-22,2,2022-06-07,7018,Dinxperlo,116958351531088.0
2021-11-22,2,2022-06-07,6003,Dronten,137234548384851.0
2021-11-22,2,2022-06-07,3033,Echten,131305707015743.0
2021-11-22,2,2022-06-07,2024,Sloten,46780253104860.0
2021-11-22,2,2022-06-07,8009,Elburg,352587492048834.0
2021-11-22,2,2022-06-07,22013,Breskens,140206744945981.0
2021-11-22,2,2022-06-07,20010,Camperlandpolder,114070928521799.0
2021-11-22,2,2022-06-07,1044,Delfzijl,102403122103449.0
2021-11-22,2,2022-06-07,8017,Epe,176804948996202.0
2021-11-22,2,2022-06-07,7022,Etten,186816560488006.0
2021-11-22,2,2022-06-07,1034,Feerwerd,19353540306395.0
2021-11-22,2,2022-06-07,33001,Foxhol,74629390640396.0
2021-11-22,2,2022-06-07,1031,Gaarkeuken,98275049593444.0
2021-11-22,2,2022-06-07,1033,Garmerwolde,65227600784319.0
2021-11-22,2,2022-06-07,4005,Genemuiden,54725962671038.0
2021-11-22,2,2022-06-07,14003,Leidsche Rijn,116617944478200.0
2021-11-22,2,2022-06-07,4024,Hardenberg,359240794317019.0
2021-11-22,2,2022-06-07,8011,Harderwijk,285679421435988.0
